SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
,Condo/Co-op,400 N La Salle Dr #3207,Chicago,IL,60654.0,355000.0,2.0,1.5,1015.0,,2003.0,5.0,350.0,865.0,41.8897707,-87.6329244
,Condo/Co-op,5002 W Newport Ave #3,Chicago,IL,60641.0,114900.0,1.0,1.0,,,1927.0,5.0,,369.0,41.943472,-87.7522483
,Single Family Residential,8004 S Fairfield Ave,Chicago,IL,60652.0,339000.0,5.0,3.0,2400.0,3750.0,1970.0,5.0,141.0,,41.7478988,-87.6916439
,Multi-Family (2-4 Unit),2509 N Halsted St,Chicago,IL,60614.0,999000.0,4.0,3.0,,3144.0,,5.0,,,41.9276014,-87.648575
,Condo/Co-op,1235 S Prairie Ave #1004,Chicago,IL,60605.0,625000.0,2.0,2.0,1516.0,,2006.0,5.0,412.0,772.0,41.8661749,-87.6213375
,Condo/Co-op,549 W Belden Ave Unit GRE,Chicago,IL,60614.0,339900.0,2.0,2.0,,,,5.0,,265.0,41.9234575,-87.6433462
,Single Family Residential,5125 N Mason Ave,Chicago,IL,60630.0,349000.0,3.0,1.5,1201.0,3750.0,,5.0,291.0,,41.9746694,-87.7768529
,Condo/Co-op,1001 W 15th St #221,Chicago,IL,60608.0,289000.0,1.0,1.0,,,1920.0,5.0,,440.0,41.861348,-87.6526024
,Single Family Residential,8118 W Forest Preserve Ave,Chicago,IL,60634.0,444900.0,4.0,2.0,2200.0,3750.0,1958.0,5.0,202.0,,41.9433,-87.8297476
,Condo/Co-op,4124 N Kedvale Ave #300,Chicago,IL,60638.0,159900.0,1.0,1.0,768.0,,1929.0,5.0,208.0,378.0,41.9563105,-87.7313906
,Condo/Co-op,500 W Superior St #1307,Chicago,IL,60654.0,490000.0,2.0,2.0,1086.0,,1974.0,5.0,451.0,990.0,41.895951,-87.642196
,Condo/Co-op,8359 W Addison St #201,Chicago,IL,60638.0,205000.0,2.0,1.5,1050.0,,1972.0,5.0,195.0,296.0,41.9445076,-87.8360071
,Single Family Residential,4702 S Kenneth Ave,Chicago,IL,60632.0,299900.0,3.0,2.0,1080.0,3125.0,1965.0,5.0,278.0,,41.8075333,-87.734912
,Condo/Co-op,950 N Michigan Ave #3902,Chicago,IL,60611.0,1270000.0,3.0,3.5,2175.0,,1983.0,5.0,584.0,2139.0,41.9003388,-87.6243854
,Single Family Residential,8116 S Jeffery Blvd,Chicago,IL,60617.0,230000.0,3.0,1.0,1364.0,3149.0,1950.0,5.0,169.0,,41.7474441,-87.5761673
,Multi-Family (2-4 Unit),11210 S Normal Ave,Chicago,IL,60628.0,94999.0,3.0,2.0,,,1920.0,5.0,,,41.690259,-87.6353535
,Single Family Residential,8514 W Brodman Ave,Chicago,IL,60656.0,350000.0,3.0,1.0,1100.0,6210.0,1958.0,5.0,318.0,,41.9600326,-87.8401381
,Condo/Co-op,803 N Campbell Ave Unit 2B,Chicago,IL,60622.0,399000.0,2.0,2.0,,,2004.0,5.0,,396.0,41.895994,-87.689072
,Condo/Co-op,2141 W Belmont Ave #1,Chicago,IL,60618.0,900000.0,4.0,3.0,,,2023.0,5.0,,250.0,41.9391732,-87.6824121
,Vacant Land,6632 S Drexel Ave,Chicago,IL,60637.0,109900.0,,,,3149.0,,5.0,,,41.7740079,-87.6037285
,Condo/Co-op,1823 N Sedgwick St Unit 2N,Chicago,IL,60614.0,1800000.0,3.0,3.0,,,2023.0,5.0,,234.0,41.9154213,-87.6384313
,Single Family Residential,5409 N Neenah Ave,Chicago,IL,60656.0,474900.0,4.0,2.0,2400.0,4586.0,1953.0,5.0,198.0,,41.9796204,-87.7900217
,Single Family Residential,3419 N Kedzie Ave,Chicago,IL,60618.0,829900.0,4.0,3.5,3092.0,3724.0,2010.0,5.0,268.0,,41.9433889,-87.7074281
,Single Family Residential,6033 N Leader Ave,Chicago,IL,60646.0,640000.0,3.0,2.5,1561.0,5625.0,1943.0,5.0,410.0,,41.9906611,-87.7544764
,Condo/Co-op,1645 W Ogden Ave #335,Chicago,IL,60612.0,240000.0,1.0,1.0,,,1928.0,5.0,,387.0,41.879505,-87.66736
,Single Family Residential,7324 S Prairie Ave,Chicago,IL,60619.0,125000.0,3.0,2.0,5600.0,5600.0,1924.0,5.0,22.0,,41.7612605,-87.6187729
,Single Family Residential,1821 W Oakdale Ave,Chicago,IL,60657.0,1599000.0,4.0,3.5,4100.0,5477.0,2000.0,5.0,390.0,,41.9348538,-87.6744079
,Townhouse,6826 N Sacramento Ave,Chicago,IL,60645.0,325000.0,3.0,1.5,1420.0,,1963.0,5.0,229.0,25.0,42.005609,-87.7049849
,Single Family Residential,2108 W 69th Pl,Chicago,IL,60636.0,105000.0,3.0,1.0,1150.0,3125.0,,5.0,91.0,,41.7677331,-87.6765009
,Townhouse,9649 S Jeffery Ave,Chicago,IL,60617.0,174495.0,2.0,1.0,960.0,3125.0,1945.0,5.0,182.0,,41.719212,-87.574911
,Condo/Co-op,4800 S Chicago Beach Dr Unit 2103N,Chicago,IL,60615.0,149995.0,1.0,1.0,1000.0,,1962.0,5.0,150.0,635.0,41.8064982,-87.5866451
,Condo/Co-op,1645 W School St #217,Chicago,IL,60657.0,400000.0,2.0,2.0,,,1946.0,5.0,,350.0,41.9412632,-87.6702067
,Single Family Residential,7236 S Harvard Ave,Chicago,IL,60621.0,287500.0,3.0,2.0,2800.0,3070.0,1996.0,5.0,103.0,,41.7626187,-87.6336627
,Condo/Co-op,2545 S Dearborn St #313,Chicago,IL,60616.0,260000.0,2.0,2.0,1065.0,,1909.0,5.0,244.0,302.0,41.8464546,-87.6278222
,Condo/Co-op,1724 W Grace St Unit 1E,Chicago,IL,60613.0,319900.0,2.0,1.0,,,,5.0,,213.0,41.9507502,-87.6722117
,Single Family Residential,1401 N Astor St,Chicago,IL,60610.0,3495000.0,4.0,4.5,5500.0,2835.0,,5.0,635.0,,41.9079895,-87.6273724
,Condo/Co-op,1360 N Sandburg Ter Unit 2710C,Chicago,IL,60610.0,329900.0,2.0,1.0,,,,5.0,,766.0,41.9074567,-87.6325602
,Single Family Residential,6122 W 59th St,Chicago,IL,60638.0,449000.0,5.0,4.5,2255.0,3125.0,1969.0,5.0,199.0,,41.7853771,-87.7751859
,Single Family Residential,4040 W 5th Ave,Chicago,IL,60624.0,249900.0,3.0,1.5,1300.0,3000.0,1974.0,5.0,192.0,,41.8727474,-87.7269776
,Single Family Residential,6151 N Keystone Ave,Chicago,IL,60646.0,399999.0,3.0,2.0,2050.0,,1956.0,5.0,195.0,,41.9934676,-87.7297944
,Condo/Co-op,336 W Wellington Ave #2502,Chicago,IL,60657.0,199000.0,1.0,1.0,870.0,,1966.0,5.0,229.0,806.0,41.9370578,-87.6384557
,Condo/Co-op,2119 W Evergreen Ave Unit 1NW,Chicago,IL,60622.0,499900.0,2.0,2.0,1600.0,,1997.0,5.0,312.0,250.0,41.905671,-87.680558
,Condo/Co-op,2024 S Wabash Ave #202,Chicago,IL,60616.0,255000.0,1.0,1.0,833.0,,1920.0,5.0,306.0,485.0,41.8546146,-87.6260075
,Condo/Co-op,5359 W Galewood Ave Unit A,Chicago,IL,60639.0,405000.0,4.0,3.0,2700.0,,2008.0,5.0,150.0,320.0,41.9149185,-87.7605922
,Condo/Co-op,5100 N Marine Dr Unit 9H,Chicago,IL,60640.0,185000.0,1.0,1.0,750.0,,1970.0,5.0,247.0,464.0,41.9756204,-87.6522943
,Condo/Co-op,2 E Erie St #3607,Chicago,IL,60611.0,399900.0,1.0,1.0,890.0,,2000.0,5.0,449.0,648.0,41.8943685,-87.6275053
,Single Family Residential,9825 S Avalon Ave,Chicago,IL,60628.0,195000.0,3.0,2.0,1301.0,7566.0,1942.0,5.0,150.0,,41.71597,-87.5931383
,Single Family Residential,1540 N Dearborn Pkwy,Chicago,IL,60610.0,5950000.0,5.0,7.5,7600.0,3750.0,1887.0,5.0,783.0,,41.9106612,-87.6306853
,Single Family Residential,3730 W 85th St,Chicago,IL,60652.0,234873.0,2.0,2.0,1656.0,4721.0,1945.0,5.0,142.0,,41.7387295,-87.7155601
,Condo/Co-op,757 N Orleans St #1511,North Chicago,IL,60064.0,565000.0,2.0,2.0,1200.0,,2008.0,6.0,471.0,721.0,41.8963014,-87.6365635
,Multi-Family (2-4 Unit),5947 W Iowa St,Chicago,IL,60651.0,575000.0,8.0,4.5,,4356.0,1900.0,6.0,,,41.8963183,-87.7742192
,Single Family Residential,2434 W 47th Pl,Chicago,IL,60632.0,285000.0,3.0,2.0,1000.0,4092.0,1940.0,6.0,285.0,,41.807687,-87.6859025
,Single Family Residential,12036 S Stewart Ave,Chicago,IL,60628.0,124000.0,4.0,1.5,1792.0,3125.0,1895.0,6.0,69.0,,41.6749859,-87.6324619
,Single Family Residential,142 N Lotus Ave,Chicago,IL,60644.0,249900.0,4.0,2.0,1155.0,,1886.0,6.0,216.0,,41.8835701,-87.7620435
,Single Family Residential,4329 S Wood St,Chicago,IL,60609.0,215000.0,5.0,3.0,2200.0,4800.0,1900.0,6.0,98.0,,41.8149803,-87.6698599
,Multi-Family (2-4 Unit),10445 S Ewing Ave,Chicago,IL,60617.0,180000.0,4.0,2.0,,3125.0,1910.0,6.0,,,41.7051034,-87.5350027
,Single Family Residential,7219 S Winchester Ave,Chicago,IL,60636.0,250000.0,3.0,2.0,2880.0,3125.0,1928.0,6.0,87.0,,41.762402,-87.671911
,Multi-Family (2-4 Unit),8031 S Kimbark Ave,Chicago,IL,60619.0,325000.0,7.0,2.0,,37461.0,1940.0,6.0,,,41.748647,-87.5927258
,Multi-Family (2-4 Unit),3131 N Springfield Ave,Chicago,IL,60618.0,674900.0,6.0,3.0,,3484.0,1911.0,6.0,,,41.9378774,-87.724871
,Multi-Family (2-4 Unit),1250 S Fairfield Ave,Chicago,IL,60608.0,749997.0,11.0,6.0,,,,6.0,,,41.8650133,-87.6948782
,Condo/Co-op,300 N State St #5130,Chicago,IL,60654.0,269000.0,1.0,1.0,725.0,,1963.0,6.0,371.0,729.0,41.8881116,-87.628363
,Single Family Residential,9009 S Michigan Ave,Chicago,IL,60619.0,290000.0,4.0,1.5,1379.0,3528.0,1996.0,6.0,210.0,24.0,41.7305572,-87.6202499
,Vacant Land,7443 S Kimbark Ave,Chicago,IL,60619.0,59500.0,,,,3049.0,,6.0,,,41.759248,-87.5929647
,Single Family Residential,634 N Laramie Ave,Chicago,IL,60644.0,249500.0,4.0,1.0,1418.0,3780.0,,6.0,176.0,,41.8922821,-87.7557748
,Condo/Co-op,6301 N Sheridan Rd Unit 21H,Chicago,IL,60660.0,160000.0,1.0,1.0,800.0,,1963.0,6.0,200.0,853.0,41.9967345,-87.6550688
,Condo/Co-op,161 E Chicago Ave Unit 31B,Chicago,IL,60611.0,899000.0,2.0,2.5,2154.0,,1985.0,6.0,417.0,1692.0,41.8964162,-87.6233837
,Townhouse,310 N Clinton St Unit L,Chicago,IL,60661.0,749995.0,3.0,2.5,2200.0,,2000.0,6.0,341.0,351.0,41.887359,-87.6422914
,Multi-Family (2-4 Unit),8019 S Dobson Ave,Chicago,IL,60619.0,319900.0,4.0,2.0,,,1922.0,6.0,,,41.7489159,-87.5987525
,Single Family Residential,4943 S Vincennes Ave,Chicago,IL,60615.0,399000.0,6.0,3.0,3356.0,2813.0,1905.0,6.0,119.0,,41.8044952,-87.6135276
,Single Family Residential,9318 S Aberdeen St,Chicago,IL,60620.0,325000.0,3.0,2.5,1650.0,3789.0,1952.0,6.0,197.0,,41.724417,-87.6508738
,Single Family Residential,2723 W Melrose St,Chicago,IL,60618.0,500000.0,5.0,3.5,,2775.0,2021.0,6.0,,,41.940083,-87.6962243
,Condo/Co-op,1214 W Jarvis Ave Unit 1N,Chicago,IL,60626.0,139000.0,1.0,1.0,700.0,,1932.0,6.0,199.0,390.0,42.0165475,-87.6633608
,Single Family Residential,6825 S Wood St,Chicago,IL,60636.0,145000.0,2.0,1.0,440.0,3049.0,1915.0,6.0,330.0,,41.7695178,-87.6685894
,Condo/Co-op,6956 N Ridge Blvd #1,Chicago,IL,60645.0,395000.0,3.0,2.5,1850.0,,2009.0,6.0,214.0,350.0,42.0079899,-87.6818542
,Townhouse,210 W Scott St Unit B,Chicago,IL,60610.0,999999.0,3.0,3.0,2400.0,,1998.0,6.0,417.0,200.0,41.9051234,-87.6351592
,Single Family Residential,3145 N Racine Ave,Chicago,IL,60657.0,1499900.0,4.0,3.5,4200.0,3023.0,2006.0,6.0,357.0,,41.9393554,-87.658642
,Single Family Residential,8216 S Calumet Ave,Chicago,IL,60619.0,299000.0,3.0,2.0,1800.0,,1929.0,6.0,166.0,,41.7449948,-87.6168947
,Single Family Residential,232 W 110th Pl,Chicago,IL,60628.0,190000.0,3.0,2.0,1302.0,,,6.0,146.0,,41.693643,-87.6292982
,Multi-Family (2-4 Unit),910 N Lawndale Ave,Chicago,IL,60651.0,349900.0,4.0,2.0,,31363.0,1908.0,6.0,,,41.8976645,-87.719124
,Condo/Co-op,1238 W Carmen Ave Unit 1N,Chicago,IL,60640.0,150000.0,1.0,1.0,500.0,,,6.0,300.0,186.0,41.9749057,-87.6613845
,Condo/Co-op,800 N Michigan Ave #2901,Chicago,IL,60611.0,2950000.0,3.0,2.5,3228.0,,2000.0,6.0,914.0,2815.0,41.8971181,-87.6255019
,Townhouse,3900 N Fremont St Unit G,Chicago,IL,60613.0,515000.0,3.0,2.0,,,1994.0,6.0,,150.0,41.9528996,-87.6522808
,Condo/Co-op,7409 N Seeley Ave Unit 3B,Chicago,IL,60645.0,220000.0,2.0,1.0,1000.0,,1960.0,6.0,220.0,392.0,42.0160971,-87.6815281
,Townhouse,1015 N Cleveland Ave #3,Chicago,IL,60610.0,844900.0,3.0,2.5,2198.0,1062.0,2015.0,6.0,384.0,233.0,41.9008729,-87.6406149
,Multi-Family (2-4 Unit),1648 N Rockwell St,Chicago,IL,60647.0,650000.0,6.0,3.0,,3125.0,1912.0,6.0,,,41.9116984,-87.692373
,Single Family Residential,4169 W Addison St,Chicago,IL,60641.0,899900.0,4.0,3.5,2850.0,2500.0,2023.0,6.0,316.0,,41.9461107,-87.7319502
,Single Family Residential,2154 119th Pl,Blue Island,IL,60406.0,200000.0,2.0,1.0,882.0,7500.0,1925.0,6.0,227.0,,41.6765676,-87.6757771
,Condo/Co-op,3048 N Sheffield Ave #2,Chicago,IL,60657.0,840000.0,3.0,2.0,1900.0,,2018.0,6.0,442.0,351.0,41.9377524,-87.6543933
,Multi-Family (2-4 Unit),5800 S Bishop St,Chicago,IL,60636.0,580000.0,13.0,4.0,,,1914.0,6.0,,,41.7885032,-87.6611838
,Single Family Residential,6112 N Springfield Ave,Chicago,IL,60659.0,457000.0,5.0,3.0,2400.0,4250.0,1955.0,6.0,190.0,,41.9924314,-87.7266728
,Multi-Family (5+ Unit),1234 S Central Park Ave,Chicago,IL,60623.0,815000.0,15.0,7.0,,3119.0,1896.0,6.0,,,41.8651905,-87.7157132
,Condo/Co-op,210 E Pearson St Unit 9ABC,Chicago,IL,60611.0,925000.0,4.0,6.5,4688.0,,1926.0,6.0,197.0,3865.0,41.8978254,-87.6212025
,Condo/Co-op,1017 N Wood St Unit 3S,Chicago,IL,60622.0,749900.0,3.0,2.5,,,2001.0,6.0,,349.0,41.9002204,-87.6720407
,Multi-Family (2-4 Unit),6340 S Loomis Blvd,Chicago,IL,60636.0,59900.0,5.0,2.0,,3125.0,1918.0,6.0,,,41.7783483,-87.659579
,Single Family Residential,6327 S Kenneth Ave,Chicago,IL,60629.0,225000.0,3.0,3.0,3750.0,,1915.0,6.0,60.0,,41.7776851,-87.7334511
,Townhouse,1906 N Sedgwick St,Chicago,IL,60614.0,1095000.0,4.0,4.5,,,1988.0,6.0,,796.0,41.916812,-87.639427
,Single Family Residential,3658 W 105th St,Chicago,IL,60655.0,279900.0,2.0,2.0,1125.0,3963.0,1953.0,6.0,249.0,,41.7025438,-87.713289
,Condo/Co-op,880 N Lake Shore Dr Unit 20-F,Chicago,IL,60611.0,239900.0,1.0,1.0,785.0,,1951.0,6.0,306.0,1549.0,41.8990893,-87.6189523
,Single Family Residential,138 E 124th St,Chicago,IL,60628.0,249000.0,4.0,2.0,1206.0,3125.0,,6.0,206.0,,41.6691746,-87.6186186
,Multi-Family (2-4 Unit),8640 S Kingston Ave,Chicago,IL,60617.0,144900.0,4.0,2.0,,,1916.0,6.0,,,41.7378186,-87.5627045
,Single Family Residential,1926 W Wellington Ave,Chicago,IL,60657.0,719900.0,2.0,2.0,1645.0,3125.0,,6.0,438.0,,41.9361612,-87.6769289
,Condo/Co-op,3963 W Belmont Ave #316,Chicago,IL,60618.0,354900.0,3.0,2.0,1250.0,,2005.0,6.0,284.0,332.0,41.9388685,-87.7265348
,Condo/Co-op,921 N Hoyne Ave #8,Chicago,IL,60622.0,700000.0,3.0,2.0,1750.0,,,6.0,400.0,378.0,41.8983755,-87.6794087
,Vacant Land,7958 S Ashland Ave,Chicago,IL,60620.0,20000.0,,,,25700.0,,6.0,,,41.7486733,-87.6638085
,Single Family Residential,5121 S Rockwell St,Chicago,IL,60632.0,300000.0,5.0,2.0,1025.0,3125.0,1961.0,6.0,293.0,,41.8004408,-87.6888333
,Single Family Residential,3686 W Grand Ave,Chicago,IL,60651.0,349000.0,3.0,2.0,1150.0,3125.0,,6.0,303.0,,41.9035712,-87.7194359
,Condo/Co-op,1550 N Lake Shore Dr Unit 4G,Chicago,IL,60610.0,469000.0,3.0,2.0,1850.0,,1960.0,6.0,254.0,1724.0,41.9108985,-87.6267754
,Condo/Co-op,5490 S Shore Dr Unit 3S,Chicago,IL,60615.0,699000.0,6.0,4.5,5350.0,,1917.0,6.0,131.0,6328.0,41.7732953,-87.5670949
,Townhouse,433 N Mcclurg Ct,Chicago,IL,60611.0,990000.0,3.0,3.5,2358.0,,1998.0,6.0,420.0,619.0,41.8896511,-87.6173631
,Multi-Family (2-4 Unit),7521 S Union Ave,Chicago,IL,60620.0,389000.0,8.0,4.0,,3125.0,1900.0,6.0,,,41.757255,-87.641419
,Condo/Co-op,3645 N Damen Ave #2,Chicago,IL,60618.0,649000.0,3.0,2.0,1500.0,,2016.0,6.0,433.0,137.0,41.9482294,-87.6781783
,Condo/Co-op,401 N Wabash Ave Unit 86A,Chicago,IL,60611.0,6000000.0,4.0,5.5,4200.0,,2008.0,6.0,1429.0,5411.0,41.8888012,-87.6263094
,Condo/Co-op,2210 W Wabansia Ave #302,Chicago,IL,60647.0,415000.0,2.0,1.5,,,1998.0,6.0,,289.0,41.9128694,-87.683312
,Condo/Co-op,1632 S Indiana Ave #102,Chicago,IL,60616.0,264900.0,1.0,1.5,,,1907.0,6.0,,365.0,41.859186,-87.6228432
,Multi-Family (2-4 Unit),2438 N Lorel Ave,Chicago,IL,60639.0,450000.0,6.0,3.0,,3125.0,1912.0,6.0,,,41.9252645,-87.7601315
,Single Family Residential,4449 N Mcvicker Ave,Chicago,IL,60630.0,299000.0,4.0,2.0,1267.0,3696.0,1923.0,6.0,236.0,,41.961788,-87.777941
,Condo/Co-op,2970 N Lake Shore Dr Unit 11F,Chicago,IL,60657.0,349900.0,2.0,1.0,,,1957.0,6.0,,798.0,41.9364544,-87.6375712
,Single Family Residential,9146 S Oakley Ave,Chicago,IL,60643.0,369000.0,3.0,1.5,,4716.0,1937.0,6.0,,,41.7268507,-87.6799839
,Parking,405 N Wabash Ave Unit D-20,Chicago,IL,60611.0,37000.0,,,,186.0,1972.0,6.0,,115.0,41.8897222,-87.6257722
,Condo/Co-op,340 E Randolph St #1705,Chicago,IL,60601.0,1995000.0,3.0,2.5,2412.0,,2007.0,6.0,827.0,1556.0,41.8847771,-87.6190621
,Multi-Family (2-4 Unit),13248 S Carondolet Ave,Chicago,IL,60633.0,79900.0,4.0,2.0,,3125.0,1915.0,6.0,,,41.6540705,-87.5498028
,Condo/Co-op,1065 N Paulina St #3,Chicago,IL,60622.0,799000.0,2.0,2.0,,,2023.0,6.0,,220.0,41.9015121,-87.6696461
,Single Family Residential,2457 W Winona St,Chicago,IL,60625.0,1049000.0,4.0,3.5,4767.0,3397.0,2006.0,6.0,220.0,,41.9747001,-87.691374
,Condo/Co-op,1065 N Paulina St #2,Chicago,IL,60622.0,650000.0,2.0,2.0,,,2024.0,6.0,,175.0,41.9015121,-87.6696461
,Condo/Co-op,600 N Dearborn St #1701,Chicago,IL,60654.0,399000.0,2.0,2.0,1200.0,,2001.0,6.0,333.0,1005.0,41.8926974,-87.6301704
,Parking,405 N Wabash Ave Unit B-27,Chicago,IL,60611.0,40000.0,,,,186.0,1972.0,6.0,,154.0,41.8897222,-87.6257722
,Multi-Family (2-4 Unit),4933 N Kentucky Ave,Chicago,IL,60630.0,599000.0,7.0,3.0,,4050.0,1929.0,6.0,,,41.9702324,-87.7414419
,Multi-Family (2-4 Unit),6415 S Evans Ave,Chicago,IL,60637.0,280000.0,7.0,3.0,,2613.0,1900.0,6.0,,,41.7780843,-87.6068808
,Single Family Residential,10321 S Green Bay Ave,Chicago,IL,60617.0,196000.0,3.0,1.0,1040.0,3123.0,1971.0,6.0,188.0,,41.7075553,-87.5410462
,Condo/Co-op,60 E Monroe St #3803,Chicago,IL,60603.0,675000.0,2.0,2.0,1600.0,,2008.0,6.0,422.0,1258.0,41.8809978,-87.6256565
,Multi-Family (2-4 Unit),7036 S Michigan Ave,Chicago,IL,60637.0,392000.0,8.0,3.0,,3920.0,1911.0,6.0,,,41.7663012,-87.6220509
,Single Family Residential,8519 S Hoyne Ave,Chicago,IL,60620.0,224900.0,3.0,2.0,1447.0,,1975.0,6.0,155.0,,41.7385939,-87.6750136
,Single Family Residential,1751 N Campbell Ave,Chicago,IL,60647.0,625000.0,4.0,2.0,,2976.0,1991.0,6.0,,,41.9136039,-87.6894698
,Condo/Co-op,330 W Diversey Pkwy #906,Chicago,IL,60657.0,325000.0,2.0,2.0,1157.0,,1957.0,6.0,281.0,1086.0,41.9331466,-87.6384194
,Single Family Residential,3725 N Oakley Ave,Chicago,IL,60618.0,2050000.0,6.0,4.5,,3750.0,1915.0,6.0,,,41.9493924,-87.6856172
,Single Family Residential,5510 N Wayne Ave,Chicago,IL,60640.0,1495000.0,4.0,3.5,,4674.0,1906.0,6.0,,,41.9821382,-87.6639078
,Condo/Co-op,501 N Clinton St #1307,Chicago,IL,60654.0,380000.0,1.0,1.0,910.0,,2000.0,6.0,418.0,773.0,41.8909895,-87.6422702
,Single Family Residential,1100 W Fry St,Chicago,IL,60642.0,1825000.0,6.0,4.5,4550.0,2400.0,2015.0,6.0,401.0,,41.8975196,-87.6554349
,Single Family Residential,6507 S Maryland Ave,Chicago,IL,60637.0,147900.0,4.0,1.0,1300.0,3149.0,,6.0,114.0,,41.7765508,-87.6043426
,Multi-Family (2-4 Unit),1617 S Saint Louis Ave,Chicago,IL,60623.0,309999.0,7.0,3.0,,,1913.0,6.0,,,41.8584605,-87.7124702
,Multi-Family (2-4 Unit),6341 S Carpenter St,Chicago,IL,60621.0,275000.0,7.0,3.0,,3125.0,1905.0,6.0,,,41.7783854,-87.6506177
,Single Family Residential,6930 S Perry Ave,Chicago,IL,60621.0,95000.0,3.0,2.0,,,1880.0,6.0,,,41.768144,-87.6285292
,Condo/Co-op,1455 N Sandburg Ter Unit 1006B,Chicago,IL,60610.0,349900.0,2.0,1.0,,,1962.0,6.0,,735.0,41.9088719,-87.6320457
,Condo/Co-op,2100 N Racine Ave Unit 3H,Chicago,IL,60614.0,550000.0,2.0,2.0,1500.0,,1898.0,6.0,367.0,615.0,41.9201194,-87.6586756
,Multi-Family (2-4 Unit),9130 S Houston Ave,Chicago,IL,60617.0,179500.0,6.0,3.5,,3000.0,,6.0,,,41.7291211,-87.5501225
,Condo/Co-op,1421 N Wood St #2,Chicago,IL,60622.0,900000.0,3.0,3.0,2400.0,,2008.0,6.0,375.0,200.0,41.9079352,-87.6721947
,Single Family Residential,4945 N Neva Ave,Chicago,IL,60656.0,699900.0,5.0,4.0,4048.0,5000.0,1961.0,6.0,173.0,,41.9713782,-87.805725
,Condo/Co-op,230 E Ontario St #2302,Chicago,IL,60611.0,269000.0,1.0,1.0,850.0,,1969.0,6.0,316.0,799.0,41.8936581,-87.6212229
,Multi-Family (2-4 Unit),5515 W Quincy St,Chicago,IL,60644.0,465000.0,6.0,2.5,,,,6.0,,,41.8772421,-87.762476
,Condo/Co-op,480 N Mcclurg Ct #702,Chicago,IL,60611.0,275000.0,1.0,1.0,750.0,,1991.0,6.0,367.0,540.0,41.8903025,-87.6179864
,Condo/Co-op,1111 W Cornelia Ave #102,Chicago,IL,60657.0,399900.0,2.0,1.5,,,1920.0,6.0,,281.0,41.945167,-87.6575321
,Single Family Residential,3237 W 61st St,Chicago,IL,60629.0,244900.0,3.0,1.5,3472.0,,1960.0,6.0,71.0,,41.7823598,-87.7046821
,Single Family Residential,6023 N Menard Ave,Chicago,IL,60646.0,599000.0,4.0,2.0,2226.0,6054.0,1936.0,6.0,269.0,,41.9910061,-87.7723855
,Condo/Co-op,7141 N Kedzie Ave #1402,Chicago,IL,60645.0,270000.0,3.0,2.0,1900.0,,1974.0,6.0,142.0,1100.0,42.0113233,-87.7083692
,Single Family Residential,11225 S Sawyer Ave,Chicago,IL,60655.0,249000.0,3.0,1.0,800.0,5625.0,1925.0,6.0,311.0,,41.688938,-87.701592
,Condo/Co-op,3900 W Bryn Mawr Ave #301,Chicago,IL,60659.0,225000.0,1.0,1.0,973.0,,1994.0,6.0,231.0,312.0,41.9834379,-87.7265894
,Condo/Co-op,626 W Grace St Unit 1E,Chicago,IL,60613.0,549999.0,3.0,3.0,3000.0,,1922.0,6.0,183.0,407.0,41.9522994,-87.6463267
,Condo/Co-op,2448 N Artesian Ave #1,Chicago,IL,60647.0,765000.0,3.0,2.5,2700.0,,2020.0,6.0,283.0,186.0,41.9263709,-87.689218
,Multi-Family (2-4 Unit),3817 S Honore St,Chicago,IL,60609.0,365000.0,8.0,3.5,,2613.0,1895.0,6.0,,,41.8244105,-87.6711963
,Condo/Co-op,8 E Randolph St #1904,Chicago,IL,60601.0,529000.0,2.0,2.0,1450.0,,,6.0,365.0,1190.0,41.8846519,-87.627403
,Single Family Residential,10844 S Indiana Ave,Chicago,IL,60628.0,313900.0,4.0,2.5,2434.0,3125.0,1895.0,6.0,129.0,,41.6967612,-87.6186186
,Condo/Co-op,602 N May St #2,Chicago,IL,60642.0,595000.0,2.0,2.0,1400.0,,2017.0,6.0,425.0,196.0,41.8923904,-87.6562119
,Condo/Co-op,70 W Burton Pl #3105,Chicago,IL,60610.0,309000.0,1.0,1.0,745.0,,1967.0,6.0,415.0,965.0,41.9096241,-87.6312381
,Townhouse,5341 N Oconto Ave,Chicago,IL,60656.0,269900.0,2.0,1.0,932.0,,1947.0,6.0,290.0,,41.9775158,-87.8094384
,Single Family Residential,1673 N Bissell St,Chicago,IL,60614.0,1399000.0,4.0,3.5,,,1996.0,6.0,,,41.9128708,-87.6505041
,Single Family Residential,54 W 109th Pl,Chicago,IL,60628.0,179999.0,5.0,1.0,1400.0,4687.0,1909.0,6.0,129.0,,41.6954824,-87.6252331
,Single Family Residential,11211 S Troy St,Chicago,IL,60655.0,269900.0,3.0,1.0,1107.0,5625.0,1955.0,6.0,244.0,,41.6893412,-87.6992617
,Single Family Residential,2242 W Taylor St,Chicago,IL,60612.0,599000.0,3.0,2.0,2000.0,2400.0,1880.0,6.0,300.0,,41.8692326,-87.6829024
