SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
,Condo/Co-op,1414 N Wells St #508,Chicago,IL,60610.0,600000.0,2.0,2.0,1560.0,,1995.0,47.0,385.0,778.0,41.9081697,-87.6349094
,Single Family Residential,6209 E S Ellis Ave,Chicago,IL,60637.0,689800.0,4.0,3.5,,3125.0,2023.0,47.0,,180.0,41.780876,-87.6010791
,Multi-Family (2-4 Unit),3550 N Albany Ave,Chicago,IL,60618.0,675000.0,6.0,3.0,,3125.0,1903.0,47.0,,,41.9462287,-87.7056478
,Single Family Residential,3126 N Nagle Ave,Chicago,IL,60634.0,434900.0,5.0,2.0,,4750.0,,47.0,,,41.937369,-87.7874279
,Multi-Family (2-4 Unit),372 N Avers Ave,Chicago,IL,60624.0,179900.0,5.0,3.0,,31363.0,1894.0,48.0,,,41.8873965,-87.7227452
,Condo/Co-op,5067 N Lincoln Ave #204,Chicago,IL,60625.0,524999.0,3.0,2.0,1510.0,,2008.0,48.0,348.0,496.0,41.9737488,-87.6914596
,Single Family Residential,8618 S Justine St,Chicago,IL,60620.0,257900.0,4.0,2.0,2182.0,3750.0,1930.0,48.0,118.0,,41.7369744,-87.6621107
,Single Family Residential,4121 W Fletcher St,Chicago,IL,60641.0,399900.0,6.0,2.0,1560.0,5500.0,1925.0,48.0,256.0,,41.9379282,-87.7304826
,Single Family Residential,6927 W Berwyn Ave,Chicago,IL,60656.0,549000.0,4.0,4.0,2840.0,9375.0,1951.0,48.0,193.0,,41.9769425,-87.800829
,Vacant Land,9727 S Ewing Ave,Chicago,IL,60617.0,20000.0,,,,2613.0,,48.0,,,41.7188118,-87.5348727
,Vacant Land,9731 S Ewing Ave,Chicago,IL,60617.0,20000.0,,,,2613.0,,48.0,,,41.7186189,-87.53492
,Condo/Co-op,330 N Jefferson St #1401,Chicago,IL,60661.0,1070000.0,3.0,2.5,2200.0,,2001.0,48.0,486.0,1421.0,41.8876851,-87.6437393
,Condo/Co-op,6220 N Ridge Ave Unit S208,Chicago,IL,60660.0,234900.0,2.0,1.5,,,1967.0,48.0,,350.0,41.9949914,-87.6759504
,Single Family Residential,6519 N Nixon Ave,Chicago,IL,60631.0,489900.0,4.0,2.0,2092.0,4625.0,1955.0,48.0,234.0,,42.0005711,-87.8039113
,Condo/Co-op,400 E Randolph St #2729,Chicago,IL,60601.0,525000.0,2.0,2.0,1250.0,,1963.0,48.0,420.0,1065.0,41.885003,-87.6168638
,Single Family Residential,3501 W Beach Ave,Chicago,IL,60651.0,635000.0,4.0,4.0,2000.0,2953.0,1900.0,48.0,318.0,,41.907076,-87.714433
,Single Family Residential,7220 W Farwell Ave,Chicago,IL,60631.0,459900.0,4.0,2.0,1368.0,5052.0,1924.0,48.0,336.0,,42.0054896,-87.8076114
,Single Family Residential,6322 W Huntington St,Chicago,IL,60646.0,589900.0,4.0,2.0,,7500.0,1921.0,48.0,,,41.9933126,-87.7858211
,Multi-Family (2-4 Unit),1248 S Tripp Ave,Chicago,IL,60623.0,199000.0,4.0,2.0,,,,48.0,,,41.864663,-87.7314901
,Condo/Co-op,3921 W Huron St #8,Chicago,IL,60624.0,79000.0,2.0,1.0,750.0,,1890.0,48.0,105.0,140.0,41.8933374,-87.7245327
,Multi-Family (2-4 Unit),2815 S Short St,Chicago,IL,60608.0,559000.0,6.0,3.5,,2900.0,1890.0,48.0,,,41.842843,-87.6602198
,Condo/Co-op,6246 N Pulaski Rd #202,Chicago,IL,60646.0,405000.0,2.0,2.0,1388.0,,2023.0,48.0,292.0,375.0,41.9950745,-87.7292347
,Single Family Residential,2925 N Parkside Ave,Chicago,IL,60634.0,599000.0,6.0,4.0,2800.0,3125.0,1926.0,48.0,214.0,,41.9338791,-87.767271
,Condo/Co-op,474 N Lake Shore Dr #2103,Chicago,IL,60611.0,248900.0,1.0,1.0,741.0,,1991.0,48.0,336.0,559.0,41.8908367,-87.6145904
,Single Family Residential,1723 N 72nd Ct,Elmwood Park,IL,60707.0,439900.0,3.0,3.0,,4800.0,1994.0,48.0,,,41.9116194,-87.8067845
,Multi-Family (5+ Unit),2324 W Thomas St,Chicago,IL,60622.0,1495000.0,12.0,8.0,5751.0,3600.0,1915.0,48.0,260.0,,41.901468,-87.6855865
,Condo/Co-op,7317 N Honore St #1,Chicago,IL,60626.0,249999.0,2.0,2.0,,,1920.0,48.0,,387.0,42.0142817,-87.6764154
,Vacant Land,4133 W Grenshaw St,Chicago,IL,60624.0,12500.0,,,,2613.0,,48.0,,,41.8668145,-87.7290206
,Condo/Co-op,6700 S South Shore Dr Unit 19K,Chicago,IL,60649.0,114999.0,0.0,1.0,,,1968.0,48.0,,433.0,41.7732979,-87.5670874
,Single Family Residential,5848 N Drake St,Chicago,IL,60659.0,447500.0,3.0,2.0,1416.0,3750.0,1963.0,48.0,316.0,,41.9880434,-87.717869
,Condo/Co-op,4622 N Ashland Ave #3,Chicago,IL,60640.0,799000.0,2.0,2.0,2200.0,,2005.0,48.0,363.0,306.0,41.9659395,-87.6697293
,Condo/Co-op,1528 S Wabash Ave #403,Chicago,IL,60605.0,285000.0,2.0,1.0,1200.0,,,48.0,238.0,717.0,41.8609592,-87.6260054
,Multi-Family (2-4 Unit),6344 S Rhodes Ave,Chicago,IL,60637.0,675000.0,9.0,6.0,,3050.0,2006.0,48.0,,,41.7789418,-87.6122729
,Vacant Land,2651 W Augusta Blvd,Chicago,IL,60622.0,539000.0,,,,3049.0,,48.0,,,41.8990486,-87.6939452
,Condo/Co-op,125 S Jefferson St #2605,Chicago,IL,60661.0,230000.0,1.0,1.0,626.0,,2003.0,48.0,367.0,355.0,41.879941,-87.6421575
,Townhouse,1920 S Federal St Unit C,Chicago,IL,60616.0,549900.0,3.0,2.0,1959.0,,1999.0,48.0,281.0,240.0,41.8558666,-87.6296341
,Single Family Residential,4935 S Keeler Ave,Chicago,IL,60632.0,444900.0,8.0,3.0,1898.0,3750.0,1915.0,48.0,234.0,,41.8031361,-87.7280904
,Condo/Co-op,1636 N Wells St #1906,Chicago,IL,60614.0,269900.0,1.0,1.0,750.0,,1971.0,48.0,360.0,690.0,41.9122822,-87.6354498
,Condo/Co-op,2741 W Congress Pkwy Unit 1E,Chicago,IL,60612.0,210000.0,3.0,2.0,1350.0,,2001.0,48.0,156.0,349.0,41.8745917,-87.6953806
,Condo/Co-op,825 N Hudson Ave Unit 3D,Chicago,IL,60610.0,424999.0,2.0,2.0,1250.0,,2007.0,48.0,340.0,372.0,41.8974481,-87.6395718
,Single Family Residential,7232 S Sangamon St,Chicago,IL,60621.0,95000.0,5.0,1.0,1060.0,3125.0,1910.0,48.0,90.0,,41.7622934,-87.6482667
,Condo/Co-op,3440 N Lake Shore Dr Unit 15A,Chicago,IL,60657.0,429999.0,2.0,2.0,,,1959.0,48.0,,1427.0,41.9444587,-87.641485
,Condo/Co-op,474 N Lake Shore Dr #3010,Chicago,IL,60611.0,299000.0,1.0,1.0,740.0,,1991.0,48.0,404.0,703.0,41.8908367,-87.6145904
,Condo/Co-op,4559 S Michigan Ave,Chicago,IL,60653.0,489900.0,4.0,2.5,,,2023.0,48.0,,231.0,41.8114215,-87.6224205
,Condo/Co-op,1818 W Superior St Unit 2F,Chicago,IL,60622.0,449900.0,3.0,2.5,,,1890.0,48.0,,134.0,41.8952782,-87.6729652
,Condo/Co-op,1640 E 50th St Unit 20A,Chicago,IL,60615.0,249000.0,2.0,2.0,1900.0,,1929.0,48.0,131.0,1635.0,41.8046136,-87.584876
,Condo/Co-op,130 N Garland Ct #1103,Chicago,IL,60602.0,849900.0,3.0,2.5,1758.0,,2005.0,48.0,483.0,1040.0,41.8841055,-87.625965
,Condo/Co-op,500 W Superior St #1201,Chicago,IL,60654.0,525000.0,2.0,2.5,,,1974.0,48.0,,1416.0,41.895951,-87.642196
,Condo/Co-op,225 N Columbus Dr #6308,Chicago,IL,60601.0,799000.0,2.0,2.0,1547.0,,2009.0,48.0,516.0,1241.0,41.8864623,-87.6201026
,Multi-Family (2-4 Unit),7621 S Morgan St,Chicago,IL,60620.0,150000.0,5.0,2.0,,,1913.0,48.0,,,41.7553485,-87.6487677
,Vacant Land,6508 S Woodlawn Ave,Chicago,IL,60637.0,75000.0,,,,2516.0,,48.0,,,41.776502,-87.5964489
,Single Family Residential,2456 W Byron St,Chicago,IL,60618.0,1459000.0,5.0,4.5,4100.0,3149.0,2018.0,48.0,356.0,,41.952423,-87.690718
,Single Family Residential,8954 S Cregier Ave,Chicago,IL,60617.0,175000.0,3.0,1.5,3744.0,,1953.0,48.0,47.0,,41.7318745,-87.5806855
,Single Family Residential,2152 N Oakley Ave,Chicago,IL,60647.0,1350000.0,5.0,4.5,3750.0,2400.0,2004.0,48.0,360.0,,41.9214258,-87.6857298
,Condo/Co-op,474 N Lake Shore Dr #6103,Chicago,IL,60610.0,789000.0,3.0,2.5,2005.0,,1991.0,48.0,394.0,1844.0,41.8908367,-87.6145904
,Condo/Co-op,1356 W Chestnut St #405,Chicago,IL,60642.0,1750000.0,3.0,2.5,2254.0,,2022.0,48.0,776.0,694.0,41.8981878,-87.6621952
,Condo/Co-op,1440 N State St Unit 17C,Chicago,IL,60610.0,675000.0,3.0,3.0,2200.0,,1975.0,48.0,307.0,2133.0,41.9089842,-87.6293667
,Single Family Residential,5514 S 72nd Ct,Summit,IL,60501.0,269900.0,3.0,2.0,3720.0,3702.0,1941.0,48.0,73.0,,41.7911468,-87.8029781
,Condo/Co-op,40 E 9th St #1516,Chicago,IL,60605.0,449999.0,3.0,3.0,2000.0,,1920.0,48.0,225.0,1556.0,41.8707463,-87.6263403
,Condo/Co-op,600 N Fairbanks Ct #1508,Chicago,IL,60611.0,399900.0,1.0,1.0,926.0,,2007.0,48.0,432.0,654.0,41.8928735,-87.6207599
,Multi-Family (2-4 Unit),3053 N Seminary Ave,Chicago,IL,60657.0,865000.0,6.0,4.5,,,1887.0,49.0,,,41.9377874,-87.6561573
,Condo/Co-op,1639 N Oakley Ave #3,Chicago,IL,60647.0,825000.0,3.0,2.5,2200.0,,2001.0,49.0,375.0,304.0,41.9115092,-87.6844945
,Single Family Residential,5123 S Avers Ave,Chicago,IL,60632.0,289999.0,2.0,1.0,1140.0,3750.0,1947.0,49.0,254.0,,41.799884,-87.7194063
,Condo/Co-op,5530 S Shore Dr Unit 20C,Chicago,IL,60637.0,119000.0,2.0,2.0,1200.0,,1949.0,49.0,99.0,1137.0,41.7732946,-87.5670945
,Multi-Family (2-4 Unit),3106 N California Ave,Chicago,IL,60618.0,355000.0,3.0,2.0,,2952.0,1900.0,49.0,,,41.9378186,-87.6980352
,Condo/Co-op,320 E 21st St #217,Chicago,IL,60616.0,319900.0,2.0,2.0,,,2007.0,49.0,,484.0,41.8546184,-87.6195225
,Single Family Residential,3523 N Oakley Ave,Chicago,IL,60618.0,2599000.0,6.0,5.0,5100.0,3750.0,2023.0,49.0,510.0,,41.9456632,-87.6855211
,Condo/Co-op,5625 N Kimball Ave Unit 3C,Chicago,IL,60659.0,229000.0,3.0,1.0,1300.0,,1974.0,49.0,176.0,453.0,41.9838277,-87.7134656
,Condo/Co-op,1560 N Sandburg Ter Unit 1008J,Chicago,IL,60610.0,275000.0,1.0,1.0,,,1970.0,49.0,,807.0,41.91056,-87.6327891
,Condo/Co-op,3033 N Sheridan Rd #1606,Chicago,IL,60657.0,290000.0,2.0,1.0,,,1968.0,49.0,,475.0,41.9374628,-87.6391328
,Condo/Co-op,5836 S Stony Island Ave Unit 2D,Chicago,IL,60637.0,125000.0,1.0,1.0,1100.0,,1926.0,49.0,114.0,1182.0,41.7886545,-87.5872275
,Single Family Residential,2569 S Hillock Ave,Chicago,IL,60608.0,759000.0,5.0,3.5,3000.0,98598.0,2020.0,49.0,253.0,,41.8456561,-87.6553427
,Condo/Co-op,2848 N Sheffield Ave Unit 1N,Chicago,IL,60657.0,909990.0,3.0,3.0,3000.0,,2009.0,49.0,303.0,238.0,41.9340672,-87.654194
,Single Family Residential,7001 S Winchester Ave,Chicago,IL,60636.0,220000.0,5.0,2.0,882.0,3088.0,1920.0,49.0,249.0,,41.7665119,-87.672213
,Multi-Family (2-4 Unit),6221 S Carpenter St,Chicago,IL,60621.0,68000.0,4.0,2.0,,3750.0,1895.0,49.0,,,41.7807993,-87.6506384
,Townhouse,5430 S Ellis Ave,Chicago,IL,60615.0,738000.0,3.0,3.0,1750.0,,1991.0,49.0,422.0,189.0,41.7970176,-87.6014819
,Multi-Family (2-4 Unit),6550 S Morgan St,Chicago,IL,60621.0,169999.0,5.0,2.0,,3125.0,1898.0,49.0,,,41.7745452,-87.649771
,Condo/Co-op,505 N Mcclurg Ct #904,Chicago,IL,60611.0,400000.0,1.0,1.0,921.0,,2008.0,49.0,434.0,501.0,41.8915247,-87.6173266
,Condo/Co-op,300 W Scott St #402,Chicago,IL,60610.0,324500.0,1.0,1.0,,,1998.0,49.0,,392.0,41.9053152,-87.6369514
,Single Family Residential,1846 W Barry Ave,Chicago,IL,60657.0,1585000.0,5.0,4.0,3900.0,3123.0,2016.0,49.0,406.0,,41.9380142,-87.6755001
,Multi-Family (2-4 Unit),1431 N Harlem Ave,Oak Park,IL,60302.0,749000.0,6.0,4.0,,,1955.0,49.0,,,41.9064012,-87.8052833
,Condo/Co-op,55 E Erie St #3501,Chicago,IL,60611.0,2775000.0,3.0,3.5,3375.0,,2004.0,49.0,822.0,2442.0,41.8943521,-87.6262824
,Single Family Residential,1537 S Komensky Ave,Chicago,IL,60623.0,50000.0,2.0,2.0,1340.0,3000.0,1895.0,49.0,37.0,,41.8595769,-87.725664
,Condo/Co-op,600 N Lake Shore Dr #3611,Chicago,IL,60611.0,1349000.0,3.0,2.5,2124.0,,2010.0,49.0,635.0,1297.0,41.892964,-87.6157068
,Single Family Residential,1241 W 115th St,Chicago,IL,60643.0,159900.0,5.0,2.0,1080.0,3696.0,1962.0,49.0,148.0,,41.6847226,-87.6535261
,Multi-Family (5+ Unit),6046 W Giddings St,Chicago,IL,60630.0,1100000.0,10.0,7.0,,8400.0,1914.0,49.0,,,41.966919,-87.779082
,Single Family Residential,6743 S Loomis Blvd,Chicago,IL,60636.0,85000.0,4.0,1.5,1579.0,3136.0,1910.0,49.0,54.0,,41.7709945,-87.6588782
,Single Family Residential,6332 W Estes Ave,Chicago,IL,60646.0,475000.0,4.0,2.0,2400.0,5288.0,1951.0,49.0,198.0,,42.0103886,-87.785684
,Condo/Co-op,5838 S Stony Island Ave Unit 14E,Chicago,IL,60637.0,210000.0,1.0,1.0,1200.0,,1926.0,49.0,175.0,1400.0,41.7886947,-87.5872283
,Condo/Co-op,260 E Chestnut St #2906,Chicago,IL,60611.0,340000.0,1.0,1.5,1325.0,,1963.0,49.0,257.0,1123.0,41.8985263,-87.6196672
,Single Family Residential,1112 N Central Ave,Chicago,IL,60651.0,175935.0,4.0,2.5,1056.0,4225.0,1910.0,49.0,167.0,,41.9007983,-87.7658206
,Condo/Co-op,411 W Ontario St #519,Chicago,IL,60654.0,875000.0,2.0,2.0,2800.0,,1910.0,49.0,313.0,1549.0,41.8929314,-87.6398195
,Condo/Co-op,417 S Jefferson St #306,Chicago,IL,60607.0,365000.0,2.0,2.0,1175.0,,,49.0,311.0,706.0,41.8762172,-87.6420095
,Condo/Co-op,3150 N Sheridan Rd Unit 5A,Chicago,IL,60657.0,299900.0,2.0,2.0,1350.0,,1974.0,49.0,222.0,1006.0,41.9392168,-87.6401145
,Condo/Co-op,645 N Kingsbury St #2401,Chicago,IL,60654.0,450000.0,2.0,2.0,1225.0,,2002.0,49.0,367.0,966.0,41.8933258,-87.6411183
,Single Family Residential,3756 W 85th Pl,Chicago,IL,60652.0,176000.0,5.0,2.5,2081.0,4904.0,1952.0,49.0,85.0,,41.7378997,-87.7165112
,Condo/Co-op,4258 W Lawrence Ave Unit 3E,Chicago,IL,60630.0,145000.0,1.0,1.0,700.0,,1965.0,49.0,207.0,226.0,41.9684314,-87.7351973
,Single Family Residential,9134 S Marquette Ave,Chicago,IL,60617.0,189900.0,3.0,1.0,1240.0,,1963.0,49.0,153.0,,41.7289131,-87.558457
,Condo/Co-op,1617 W Grand Ave Unit 1W,Chicago,IL,60622.0,997000.0,4.0,3.0,3500.0,,2014.0,49.0,285.0,256.0,41.890738,-87.667911
,Single Family Residential,9804 S Walden Pkwy,Chicago,IL,60643.0,295000.0,4.0,2.0,1200.0,4488.0,1908.0,49.0,246.0,,41.715467,-87.6679957
,Multi-Family (2-4 Unit),1928 N Pulaski Rd,Chicago,IL,60639.0,444000.0,6.0,3.0,,3750.0,1896.0,49.0,,,41.916224,-87.7268525
,Multi-Family (2-4 Unit),1445 E 76th St,Chicago,IL,60619.0,325000.0,6.0,3.0,,,1927.0,49.0,,,41.756679,-87.5890285
,Single Family Residential,10152 S Eggleston Ave,Chicago,IL,60628.0,285000.0,6.0,3.0,2334.0,4613.0,,50.0,122.0,,41.709155,-87.6339646
,Single Family Residential,8128 S Clyde Ave,Chicago,IL,60617.0,141000.0,3.0,1.0,1422.0,3125.0,1929.0,50.0,99.0,,41.7471233,-87.5737753
,Single Family Residential,9036 Walnut Ave,Franklin Park,IL,60131.0,395500.0,3.0,3.0,1484.0,3136.0,1963.0,50.0,267.0,,41.9354829,-87.8518102
,Single Family Residential,8425 S Essex Ave,Chicago,IL,60617.0,230000.0,4.0,3.0,1800.0,4687.0,1926.0,50.0,128.0,,41.7418831,-87.5634479
,Single Family Residential,7007 S Elizabeth St,Chicago,IL,60636.0,70000.0,7.0,1.5,1482.0,3136.0,1910.0,50.0,47.0,,41.7666079,-87.6550622
,Condo/Co-op,7540 N Ridge Blvd Unit 6H,Chicago,IL,60645.0,139000.0,2.0,1.5,1150.0,,1971.0,50.0,121.0,321.0,42.0189823,-87.6848525
,Single Family Residential,8552 S Peoria St,Chicago,IL,60620.0,315000.0,5.0,3.0,2000.0,,1913.0,50.0,158.0,,41.7381336,-87.6464142
,Condo/Co-op,55 W Delaware Pl #1101,Chicago,IL,60610.0,3200000.0,3.0,4.0,6400.0,,1996.0,50.0,500.0,5000.0,41.8981917,-87.6305548
,Multi-Family (2-4 Unit),6221 S Morgan St,Chicago,IL,60621.0,45000.0,4.0,2.0,,,1892.0,50.0,,,41.7808578,-87.6493647
,Condo/Co-op,850 N Dewitt Pl Unit 3K,Chicago,IL,60611.0,275000.0,2.0,2.0,,15000.0,1959.0,50.0,,996.0,41.8982232,-87.620759
,Multi-Family (2-4 Unit),921 W 31st St,Chicago,IL,60608.0,689000.0,8.0,3.0,,2613.0,1900.0,50.0,,,41.8378055,-87.6496427
,Single Family Residential,2113 N Clark St,Chicago,IL,60614.0,1695000.0,5.0,4.0,3500.0,,1891.0,50.0,484.0,,41.9206004,-87.6372521
,Condo/Co-op,155 N Harbor Dr #1711,Chicago,IL,60601.0,650000.0,1.0,2.0,1400.0,,1974.0,50.0,464.0,1047.0,41.8848951,-87.6153982
,Single Family Residential,1855 N Normandy Ave,Chicago,IL,60707.0,369900.0,3.0,1.5,1610.0,3789.0,1944.0,50.0,230.0,,41.914296,-87.7922578
,Townhouse,2844 W Harrison St Unit A,Chicago,IL,60612.0,245000.0,3.0,1.5,1480.0,3000.0,2022.0,50.0,166.0,,41.8741,-87.697847
,Single Family Residential,12215 S Normal Ave,Chicago,IL,60628.0,210000.0,4.0,2.0,1060.0,3075.0,1965.0,50.0,198.0,,41.6719769,-87.6342264
,Condo/Co-op,1525 S Sangamon St Unit 317-P,Chicago,IL,60608.0,449999.0,2.0,2.0,1150.0,,2001.0,50.0,391.0,564.0,41.8607427,-87.6494388
,Condo/Co-op,3008 W Flournoy St #3,Chicago,IL,60612.0,229999.0,3.0,2.0,1200.0,,2007.0,50.0,192.0,200.0,41.873056,-87.7014534
,Multi-Family (2-4 Unit),321 N Long Ave,Chicago,IL,60644.0,288750.0,7.0,3.0,,,1890.0,51.0,,,41.8864607,-87.7599233
,Single Family Residential,8957 S Lowe Ave,Chicago,IL,60620.0,125000.0,4.0,3.0,1029.0,3149.0,,51.0,121.0,,41.7309336,-87.6396489
,Single Family Residential,358 E 134th St,Chicago,IL,60827.0,52000.0,2.0,1.0,652.0,,1880.0,51.0,80.0,,41.6520602,-87.6133326
,Single Family Residential,2436 S Albany Ave,Chicago,IL,60623.0,149900.0,2.0,1.0,1113.0,,1906.0,51.0,135.0,,41.8470596,-87.7028859
,Single Family Residential,244 W 103rd St,Chicago,IL,60628.0,125000.0,3.0,1.0,1188.0,6250.0,1919.0,51.0,105.0,,41.707359,-87.630025
,Single Family Residential,848 N Trumbull Ave,Chicago,IL,60651.0,175000.0,4.0,1.0,950.0,3123.0,1898.0,51.0,184.0,,41.8969811,-87.7129994
,Multi-Family (2-4 Unit),700 N Laramie Ave,Chicago,IL,60644.0,549000.0,8.0,4.0,,4375.0,1905.0,51.0,,,41.8931457,-87.7558796
,Multi-Family (2-4 Unit),4905 W Thomas St,Chicago,IL,60651.0,354000.0,7.0,3.0,,3125.0,1917.0,51.0,,,41.9002715,-87.7487107
,Single Family Residential,3027 S Millard Ave,Chicago,IL,60623.0,279000.0,4.0,2.0,2053.0,,1902.0,51.0,136.0,,41.8380784,-87.7155876
,Multi-Family (2-4 Unit),5359 W Berenice Ave,Chicago,IL,60641.0,550000.0,7.0,3.0,,3125.0,1916.0,51.0,,,41.9502871,-87.7617961
,Condo/Co-op,700 S Wells St #2303,Chicago,IL,60607.0,749000.0,2.0,2.0,,,2023.0,51.0,,749.0,41.872399,-87.634763
,Condo/Co-op,700 S Wells St #2309,Chicago,IL,60607.0,835000.0,2.0,2.0,,,2023.0,51.0,,783.0,41.872399,-87.634763
,Condo/Co-op,700 S Wells St #3808,Chicago,IL,60607.0,1320000.0,3.0,2.5,,,2023.0,51.0,,1056.0,41.872399,-87.634763
,Single Family Residential,7663 W Forest Preserve Ave,Chicago,IL,60634.0,389900.0,4.0,2.0,1600.0,3750.0,1955.0,51.0,244.0,,41.9478465,-87.8189379
,Condo/Co-op,758 N Larrabee St #810,Chicago,IL,60654.0,450000.0,2.0,2.0,,,1920.0,51.0,,854.0,41.895943,-87.6436993
,Single Family Residential,10737 S Normal Ave,Chicago,IL,60628.0,219999.0,2.0,2.0,1788.0,4303.0,1948.0,51.0,123.0,,41.6986292,-87.6350721
,Condo/Co-op,4449 S Lake Park Ave Unit 1S,Chicago,IL,60653.0,325000.0,3.0,2.0,1850.0,,2006.0,51.0,176.0,289.0,41.813997,-87.5964208
,Single Family Residential,311 E 120th Pl,Chicago,IL,60628.0,125700.0,3.0,1.0,1600.0,,1918.0,52.0,79.0,,41.6751914,-87.615996
,Condo/Co-op,100 E 14th St #1203,Chicago,IL,60605.0,369900.0,1.0,1.0,927.0,,2008.0,52.0,399.0,588.0,41.8642505,-87.6236871
,Multi-Family (2-4 Unit),1346 E 73rd St,Chicago,IL,60619.0,320000.0,8.0,4.0,,3125.0,2010.0,52.0,,,41.7625984,-87.5915369
,Single Family Residential,10736 S Perry Ave,Chicago,IL,60628.0,125700.0,4.0,1.0,1600.0,,1910.0,52.0,79.0,,41.6987488,-87.6259607
,Multi-Family (2-4 Unit),3749 S Union Ave,Chicago,IL,60609.0,399900.0,7.0,2.0,,3125.0,,52.0,,,41.8256986,-87.6432968
,Condo/Co-op,343 W Old Town Ct #702,Chicago,IL,60610.0,339000.0,1.0,1.0,900.0,,2002.0,52.0,377.0,473.0,41.9040428,-87.6376947
,Condo/Co-op,2354 W Farragut Ave #402,Chicago,IL,60625.0,786125.0,4.0,2.5,1655.0,,2024.0,52.0,475.0,250.0,41.9768027,-87.6885451
,Condo/Co-op,2354 W Farragut Ave #406,Chicago,IL,60625.0,826500.0,4.0,2.5,1740.0,,2024.0,52.0,475.0,250.0,41.9768027,-87.6885451
,Condo/Co-op,2354 W Farragut Ave #304,Chicago,IL,60625.0,790500.0,4.0,2.5,1860.0,,2024.0,52.0,425.0,250.0,41.9768027,-87.6885451
,Condo/Co-op,2354 W Farragut Ave #301,Chicago,IL,60625.0,830875.0,4.0,2.5,1955.0,,2024.0,52.0,425.0,250.0,41.9768027,-87.6885451
,Condo/Co-op,2354 W Farragut Ave #203,Chicago,IL,60625.0,637500.0,4.0,2.5,1500.0,,2024.0,52.0,425.0,250.0,41.9768027,-87.6885451
,Multi-Family (5+ Unit),502 E 74th St,Chicago,IL,60619.0,850000.0,20.0,10.0,,,1913.0,52.0,,,41.76039,-87.6122188
,Condo/Co-op,3021 S Michigan Ave #403,Chicago,IL,60616.0,129900.0,2.0,2.0,1068.0,,1969.0,52.0,122.0,745.0,41.8395177,-87.6221271
,Condo/Co-op,2354 W Farragut Ave #205,Chicago,IL,60625.0,859000.0,4.0,2.5,1810.0,,2024.0,52.0,475.0,250.0,41.9768027,-87.6885451
,Condo/Co-op,4800 S Chicago Beach Dr Unit 805S,Chicago,IL,60615.0,160000.0,1.0,1.0,860.0,,1962.0,52.0,186.0,704.0,41.8064982,-87.5866451
,Vacant Land,6111 S Peoria St,Chicago,IL,60621.0,21000.0,,,,3049.0,,52.0,,,41.7829343,-87.6470334
,Condo/Co-op,700 S Wells St #2606,Chicago,IL,60607.0,533000.0,1.0,1.0,,,2023.0,52.0,,480.0,41.872399,-87.634763
,Condo/Co-op,700 S Wells St #2305,Chicago,IL,60607.0,775000.0,2.0,2.0,,,2023.0,52.0,,725.0,41.8731711,-87.6342168
,Condo/Co-op,700 S Wells St #2611,Chicago,IL,60607.0,399000.0,1.0,1.0,,,2023.0,52.0,,376.0,41.872399,-87.634763
,Condo/Co-op,1645 W Ogden Ave #507,Chicago,IL,60612.0,259900.0,1.0,1.0,,,2006.0,52.0,,462.0,41.879505,-87.66736
,Condo/Co-op,2650 N Racine Ave #2,Chicago,IL,60614.0,765000.0,2.0,2.0,,,2023.0,52.0,,166.0,41.9304057,-87.6589199
,Multi-Family (2-4 Unit),4739 N Albany Ave,Chicago,IL,60625.0,569000.0,6.0,2.0,,10890.0,1913.0,52.0,,,41.9678255,-87.7057103
,Condo/Co-op,910 N Lake Shore Dr #1016,Chicago,IL,60611.0,275000.0,1.0,1.0,841.0,,1955.0,52.0,327.0,770.0,41.8997029,-87.6201732
,Condo/Co-op,234 W Polk St #2309,Chicago,IL,60607.0,835000.0,2.0,2.0,,,2023.0,52.0,,781.0,41.8723651,-87.634718
,Condo/Co-op,234 W Polk St #2611,Chicago,IL,60607.0,399000.0,1.0,1.0,,,2023.0,52.0,,376.0,41.8723651,-87.634718
,Condo/Co-op,234 W Polk St #2305,Chicago,IL,60607.0,775000.0,2.0,2.0,,,2023.0,52.0,,725.0,41.8721463,-87.6335715
,Condo/Co-op,234 W Polk St #2303,Chicago,IL,60607.0,749000.0,2.0,2.0,,,2023.0,52.0,,749.0,41.8720522,-87.6336971
,Townhouse,653 N Carpenter St,Chicago,IL,60622.0,850000.0,4.0,4.5,2592.0,,2000.0,52.0,328.0,,41.8938858,-87.6532416
,Condo/Co-op,2409 W Catalpa Ave #303,Chicago,IL,60625.0,339900.0,2.0,2.0,980.0,,2008.0,52.0,347.0,315.0,41.9812169,-87.6897246
,Condo/Co-op,100 E 14th St #3103,Chicago,IL,60605.0,414900.0,1.0,1.0,940.0,,2008.0,52.0,441.0,619.0,41.8642505,-87.6236871
,Single Family Residential,5614 S Moody Ave,Chicago,IL,60638.0,699000.0,4.0,3.0,2864.0,6250.0,2005.0,52.0,244.0,,41.7901245,-87.7759553
,Multi-Family (2-4 Unit),1747 W Le Moyne St,Chicago,IL,60622.0,899000.0,6.0,5.0,,2400.0,1902.0,52.0,,,41.9088598,-87.6719251
