the_geom,OBJECTID_1,PARK,PARK_NO,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
POINT (-87.69394701790475 41.769989530462816),1470,MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR,-87.69394702,41.76998953,3223
POINT (-87.69413590280236 41.76997970967399),1471,MARQUETTE (jACQUES),10,TENNIS COURT,OUTDOOR,-87.6941359,41.76997971,3224
POINT (-87.69430295058504 41.76997520348082),1472,MARQUETTE (JACQUES),10,TENNIS COURT,OUTDOOR,-87.69430295,41.7699752,3225
POINT (-87.70017130142529 41.77056757812787),1473,MARQUETTE (JACQUES),10,TRACK,OUTDOOR,-87.7001713,41.77056758,3226
POINT (-87.66475284541421 41.73543588663493),1474,MARSHFIELD,1046,BASKETBALL COURT,OUTDOOR,-87.66475285,41.73543589,3227
POINT (-87.6645108005599 41.73551769230559),1475,MARSHFIELD,1046,PLAYGROUND,OUTDOOR,-87.6645108,41.73551769,3228
POINT (-87.66446707896074 41.73536414821198),1476,MARSHFIELD,1046,SPRAY FEATURE,OUTDOOR,-87.66446708,41.73536415,3229
POINT (-87.6526693314467 41.93921493363289),1477,MARTIN (JOHNNY),447,PLAYGROUND,OUTDOOR,-87.65266933,41.93921493,3230
POINT (-87.72847312313101 41.884340701704474),1478,MASON (ELIZABETH),1164,PLAYGROUND,OUTDOOR,-87.72847312,41.8843407,3231
POINT (-87.72860634779053 41.88377683504788),1479,MASON (ELIZABETH),1164,SPRAY FEATURE,OUTDOOR,-87.72860635,41.88377684,3232
POINT (-87.68052475425179 42.007427963429535),1480,MATANKY (EUGENE),168,PLAYGROUND,OUTDOOR,-87.68052475,42.00742796,3233
POINT (-87.70055365923005 41.9893769926662),1481,MATHER (STEPHEN TYNG),241,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.70055366,41.98937699,3234
POINT (-87.69968714602572 41.98896605211605),1482,MATHER (STEPHEN TYNG),241,BASKETBALL COURT,OUTDOOR,-87.69968715,41.98896605,3235
POINT (-87.69967847533081 41.9888096691428),1483,MATHER (STEPHEN TYNG),241,BASKETBALL COURT,OUTDOOR,-87.69967848,41.98880967,3236
POINT (-87.70136098867043 41.98941512478316),1484,MATHER (STEPHEN TYNG),241,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.70136099,41.98941512,3237
POINT (-87.70198115235492 41.990181467959275),1485,MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR,-87.70198115,41.99018147,3239
POINT (-87.70008658045892 41.98888818222193),1486,MATHER (STEPHEN TYNG),241,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70008658,41.98888818,3241
POINT (-87.7001124548037 41.989887345162536),1487,MATHER (STEPHEN TYNG),241,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70011245,41.98988735,3242
POINT (-87.70093394250286 41.990029143446655),1488,MATHER (STEPHEN TYNG),241,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70093394,41.99002914,3243
POINT (-87.70178945447289 41.98983176183672),1489,MATHER (STEPHEN TYNG),241,BASEBALL JR/SOFTBALL,OUTDOOR,-87.70178945,41.98983176,3244
POINT (-87.70270227031862 41.98952410895648),1490,MATHER (STEPHEN TYNG),241,PLAYGROUND,OUTDOOR,-87.70270227,41.98952411,3245
POINT (-87.70172262961616 41.98883618680138),1491,MATHER (STEPHEN TYNG),241,BASEBALL SR,OUTDOOR,-87.70172263,41.98883619,3246
POINT (-87.70258399829176 41.990114482771226),1492,MATHER (STEPHEN TYNG),241,TENNIS COURT,OUTDOOR,-87.702584,41.99011448,3247
POINT (-87.70223634578161 41.99012401156701),1493,MATHER (STEPHEN TYNG),241,TENNIS COURT,OUTDOOR,-87.70223635,41.99012401,3248
POINT (-87.70274758323254 41.990111568609564),1494,MATHER (STEPHEN TYNG),241,TENNIS COURT,OUTDOOR,-87.70274758,41.99011157,3249
POINT (-87.7024050425908 41.99012112599651),1495,MATHER (STEPHEN TYNG),241,TENNIS COURT,OUTDOOR,-87.70240504,41.99012113,3250
POINT (-87.69966001058361 41.9896408128192),1496,MATHER (STEPHEN TYNG),241,MINI-PITCH,OUTDOOR,-87.69966001,41.98964081,6675
POINT (-87.6996530782176 41.98930903908127),1497,MATHER (STEPHEN TYNG),241,MINI-PITCH,OUTDOOR,-87.69965308,41.98930904,6676
POINT (-87.74173823695584 41.96286050913092),1498,MAYFAIR,86,BASKETBALL COURT,OUTDOOR,-87.74173824,41.96286051,3253
POINT (-87.74244658574737 41.96354787187811),1499,MAYFAIR,86,BASEBALL JR/SOFTBALL,OUTDOOR,-87.74244659,41.96354787,3254
POINT (-87.74156452755393 41.96328398876176),1500,MAYFAIR,86,BASEBALL JR/SOFTBALL,OUTDOOR,-87.74156453,41.96328399,3255
POINT (-87.63898698346081 41.94300234859469),1501,LINCOLN (ABRAHAM),100,PLAYGROUND,OUTDOOR,-87.63898698,41.94300235,5600
POINT (-87.64030672083541 41.94518637107361),1502,LINCOLN (ABRAHAM),100,DOG FRIENDLY AREA,OUTDOOR,-87.64030672,41.94518637,5601
POINT (-87.66808656823429 41.913984590010095),1503,WALSH (JOHN),393,DOG FRIENDLY AREA,OUTDOOR,-87.66808657,41.91398459,4285
POINT (-87.66866996297142 41.913895342794284),1504,WALSH (JOHN),393,PLAYGROUND,OUTDOOR,-87.66866996,41.91389534,4286
POINT (-87.6728758346385 41.93324277230739),1505,WANG (CHI CHE),522,PLAYGROUND,OUTDOOR,-87.67287583,41.93324277,4287
POINT (-87.64312434424757 41.89428701693434),1506,WARD (A. MONTGOMERY),511,DOG FRIENDLY AREA,OUTDOOR,-87.64312434,41.89428702,4288
POINT (-87.64233644901022 41.89373704080563),1507,WARD (A. MONTGOMERY),511,PLAYGROUND,OUTDOOR,-87.64233645,41.89373704,4289
POINT (-87.68928822394986 42.003495228668335),1508,WARREN (LAURENCE),428,BASEBALL BATTING CAGE,SPECIAL,-87.68928822,42.00349523,4290
POINT (-87.68818613382719 42.0014998870794),1509,WARREN (LAURENCE),428,BASKETBALL COURT,OUTDOOR,-87.68818613,42.00149989,4291
POINT (-87.68824428067191 42.0035326091772),1510,WARREN (LAURENCE),428,BASKETBALL COURT,OUTDOOR,-87.68824428,42.00353261,4292
POINT (-87.68793368102241 42.003533952263645),1511,WARREN (LAURENCE),428,BASKETBALL COURT,OUTDOOR,-87.68793368,42.00353395,4293
POINT (-87.68795774735669 42.00139477985206),1512,WARREN (LAURENCE),428,BASKETBALL COURT,OUTDOOR,-87.68795775,42.00139478,4294
POINT (-87.68861062084224 42.00422996737638),1513,WARREN (LAURENCE),428,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.68861062,42.00422997,4295
POINT (-87.68692967932928 42.00106767003835),1514,WARREN (LAURENCE),428,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.68692968,42.00106767,4296
POINT (-87.68892097468179 42.002222545115515),1515,WARREN (LAURENCE),428,GYMNASIUM,INDOOR,-87.68892097,42.00222255,4298
POINT (-87.68767952707891 42.00204838009499),1516,WARREN (LAURENCE),428,ICESKATING,OUTDOOR,-87.68767953,42.00204838,4299
POINT (-87.68628891143861 42.000623110691684),1517,WARREN (LAURENCE),428,BASEBALL JR/SOFTBALL,OUTDOOR,-87.68628891,42.00062311,4300
POINT (-87.6894576421622 42.00388059604496),1518,WARREN (LAURENCE),428,BASEBALL JR/SOFTBALL,OUTDOOR,-87.68945764,42.0038806,4301
POINT (-87.68787544051735 42.00400868077698),1519,WARREN (LAURENCE),428,BASEBALL JR/SOFTBALL,OUTDOOR,-87.68787544,42.00400868,4302
POINT (-87.6888804881711 42.000401104463684),1520,WARREN (LAURENCE),428,PLAYGROUND,OUTDOOR,-87.68888049,42.0004011,4303
POINT (-87.68924778943271 42.00463011647635),1521,WARREN (LAURENCE),428,PLAYGROUND,OUTDOOR,-87.68924779,42.00463012,4304
POINT (-87.6815584186583 42.00454655999249),1522,WARREN (LAURENCE),428,PLAYGROUND,OUTDOOR,-87.68155842,42.00454656,4305
POINT (-87.68643370097382 42.002090146359315),1523,WARREN (LAURENCE),428,SLED HILL,SPECIAL,-87.6864337,42.00209015,4306
POINT (-87.68750934061826 42.00152327379089),1524,WARREN (LAURENCE),428,BASEBALL SR,OUTDOOR,-87.68750934,42.00152327,4307
POINT (-87.68796653300568 42.00052535962739),1525,WARREN (LAURENCE),428,BASEBALL SR,OUTDOOR,-87.68796653,42.00052536,4308
POINT (-87.68937338557191 42.00079923029293),1526,WARREN (LAURENCE),428,TENNIS COURT,OUTDOOR,-87.68937339,42.00079923,4309
POINT (-87.6891911005481 42.00080747367343),1527,WARREN (LAURENCE),428,TENNIS COURT,OUTDOOR,-87.6891911,42.00080747,4310
POINT (-87.68901715873892 42.00080958648014),1528,WARREN (LAURENCE),428,TENNIS COURT,OUTDOOR,-87.68901716,42.00080959,4311
POINT (-87.68883496715006 42.000808563696935),1529,WARREN (LAURENCE),428,TENNIS COURT,OUTDOOR,-87.68883497,42.00080856,4312
POINT (-87.68866513403037 42.00081378714585),1530,WARREN (LAURENCE),428,TENNIS COURT,OUTDOOR,-87.68866513,42.00081379,4313
POINT (-87.68848708351658 42.00081278706685),1531,WARREN (LAURENCE),428,TENNIS COURT,OUTDOOR,-87.68848708,42.00081279,4314
POINT (-87.57665277410584 41.74554785292812),1532,WASHINGTON (DINAH),388,PLAYGROUND,OUTDOOR,-87.57665277,41.74554785,4315
POINT (-87.61547565302888 41.786312782682444),1533,WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,-87.61547565,41.78631278,4316
POINT (-87.61546104952511 41.78662801810196),1534,WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,-87.61546105,41.78662802,4317
POINT (-87.6154905138414 41.78696842187607),1535,WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,-87.61549051,41.78696842,4318
POINT (-87.61549789744495 41.78730038998538),1536,WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,-87.6154979,41.78730039,4319
POINT (-87.61558037614083 41.79084002465184),1537,WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,-87.61558038,41.79084002,4320
POINT (-87.61558618677006 41.791313049244216),1538,WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,-87.61558619,41.79131305,4321
POINT (-87.6155827618242 41.79162005568892),1539,WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,-87.61558276,41.79162006,4322
POINT (-87.61561250759308 41.791935567023),1540,WASHINGTON (GEORGE),21,SPORT ROLLER COURT,OUTDOOR,-87.61561251,41.79193557,4323
POINT (-87.61562007715658 41.79225094068595),1541,WASHINGTON (GEORGE),21,BASKETBALL COURT,OUTDOOR,-87.61562008,41.79225094,4324
